Datetime,Open,High,Close,Volume,RSI,MA
2022-02-23 13:00:00+00:00,304.37713623046875,304.37713623046875,303.3212280273437,0,0.0,303.3212280273437
2022-02-23 14:00:00+00:00,302.8334655761719,302.8334655761719,301.3000183105469,0,0.0,302.3106231689453
2022-02-23 15:00:00+00:00,301.3097229003906,301.3097229003906,299.03973388671875,0,0.0,301.22032674153644
2022-02-23 16:00:00+00:00,299.0433959960937,300.42303466796875,300.42303466796875,0,24.419256130673006,301.02100372314453
2022-02-23 17:00:00+00:00,300.3898010253906,302.6204833984375,297.5751342773437,10876160,16.249856602042,300.3318298339844
2022-02-23 18:00:00+00:00,297.5643615722656,297.79278564453125,295.3327331542969,1839872,12.861816623773208,299.49864705403644
2022-02-23 19:00:00+00:00,295.29083251953125,296.0128173828125,294.3888854980469,0,11.824150713054152,298.76868111746654
2022-02-23 20:00:00+00:00,294.39776611328125,294.49591064453125,293.2488098144531,3625472,10.774193088334258,298.07869720458984
2022-02-23 21:00:00+00:00,293.27423095703125,294.2617492675781,291.95831298828125,1986048,9.79014937494064,297.3986545138889
2022-02-23 22:00:00+00:00,291.9120788574219,293.201171875,293.201171875,0,17.08362946228283,296.97890625
2022-02-23 23:00:00+00:00,293.15753173828125,293.2189025878906,289.3818664550781,0,13.68384395577489,296.28826626864344
2022-02-24 00:00:00+00:00,289.24725341796875,289.24725341796875,286.8910217285156,5822464,12.111871615906168,295.5051625569661
2022-02-24 01:00:00+00:00,286.8980407714844,287.0725402832031,287.0119934082031,0,12.599498640226102,294.85184185321515
2022-02-24 02:00:00+00:00,287.0155639648437,288.0653686523437,284.381103515625,0,11.242890293830413,294.10393197195873
2022-02-24 03:00:00+00:00,284.0331115722656,284.0331115722656,272.6207580566406,22929920,7.589865003300943,292.6717203776042
2022-02-24 04:00:00+00:00,272.4457092285156,272.4457092285156,271.7395324707031,33852160,7.836688216151842,291.36345863342285
2022-02-24 05:00:00+00:00,271.8147888183594,272.07440185546875,265.02764892578125,21264640,6.953645453534222,289.81429335650273
2022-02-24 06:00:00+00:00,264.9459533691406,266.34820556640625,265.0377502441406,7675392,3.6029857220256645,288.4378187391493
2022-02-24 07:00:00+00:00,264.9637756347656,267.66571044921875,266.3384704589844,19379200,7.3105954127667445,287.2746951454564
2022-02-24 08:00:00+00:00,266.421630859375,269.6860656738281,268.6603698730469,11656704,13.627404794523969,286.34397888183594
2022-02-24 09:00:00+00:00,268.6475830078125,269.1642150878906,267.1777648925781,6813184,13.430065260830048,284.5368057250977
2022-02-24 10:00:00+00:00,267.2206726074219,267.2486572265625,264.3982238769531,3419648,12.863226039612513,282.691716003418
2022-02-24 11:00:00+00:00,264.450439453125,265.0536193847656,265.0536193847656,0,14.792347400478747,280.99241027832034
2022-02-24 12:00:00+00:00,265.2303161621094,265.4403381347656,263.2595520019531,4355584,11.375416213611572,279.13423614501954
2022-02-24 13:00:00+00:00,263.228759765625,266.2459411621094,266.1762390136719,0,19.35108633265189,277.5642913818359
2022-02-24 14:00:00+00:00,266.0240478515625,267.96661376953125,267.82061767578125,14932480,24.236642322886425,276.18868560791014
2022-02-24 15:00:00+00:00,267.9125061035156,273.779052734375,273.6422119140625,6522880,34.348672623279384,275.15135192871094
2022-02-24 16:00:00+00:00,273.59765625,276.2713317871094,274.5904235839844,0,38.06848568200431,274.2184326171875
2022-02-24 17:00:00+00:00,274.5987854003906,274.62945556640625,274.5101928710937,0,53.21895864896583,273.3460266113281
2022-02-24 18:00:00+00:00,274.5227966308594,288.1737976074219,287.6003723144531,7230976,69.0830075285146,273.0659866333008
2022-02-24 19:00:00+00:00,287.6371154785156,292.3694763183594,292.3694763183594,44733952,84.50968534660396,273.21536712646486
2022-02-24 20:00:00+00:00,292.64178466796875,307.9158630371094,307.07666015625,100933632,88.70145289429774,274.2246490478516
2022-02-24 21:00:00+00:00,306.7895202636719,306.7895202636719,303.0787048339844,74934272,82.22316912838471,275.0279846191406
2022-02-24 22:00:00+00:00,302.98492431640625,302.98492431640625,296.9974670410156,40881664,73.31566276193236,275.65880279541017
2022-02-24 23:00:00+00:00,297.05157470703125,300.90924072265625,300.7896423339844,0,76.6431310469883,277.06724700927737
2022-02-25 00:00:00+00:00,300.8159484863281,302.2039489746094,298.856689453125,21742592,77.68577533215276,278.42310485839846
2022-02-25 01:00:00+00:00,298.8907470703125,303.6162414550781,302.28570556640625,21474816,78.6378746743671,280.2860076904297
2022-02-25 02:00:00+00:00,302.4139709472656,303.3243713378906,302.98028564453125,15361536,81.07771763396849,282.1831344604492
2022-02-25 03:00:00+00:00,302.8809814453125,302.8809814453125,300.8804016113281,0,77.50426887374287,283.9102310180664
